src,tgt,src_len,tgt_len,Meaning completely changed,remarks
"when bratty 8-year-old kevin mccallister (macaulay culkin) acts out the night before a family trip to paris, his mother (catherine o'hara) makes him sleep in the attic.",jab badmaash 8 saal ke kevin mccallister (macaulay culkin) ne paris ke liye family trip par nikalne se pichli raat ko shaitaani ki toh uski maa (catherine o'hara) ne usse attic mein sone ko kaha,27,35,,
do you really want to know or do you want to wait for when you watch it?,kya tum sach mein jaan na chahte ho ya khud watch karne tak wait karna chahte ho?,17,17,,
interesting scarecrow is even in the film. that seems like a lot of plot if they have multiple villans in the film.,"intna interesting hein yar yeh scarecrow ka film.. lagtha hein is mein kahi plot hein, yaani multiple villans honge is film mein",22,22,,
the 84% on rotten tomatoes seems more accurate.,rotten tomatoes pe 84%  zyada accurate lagta hai.,8,8,,
"the critics have given it a rave reviews, and it has a good chance at he oscars","aalochakon ne ise rave reviews diya hai, aur ise ek accha chance hai oscars ke liye",17,16,,
"i thought it was the perfect cinematic device.  the spinning creates so much anticipation for what comes next.  will it fall over, won't it?  puts you on the edge of your seat.",mujhe lagta hai wo ek perfect cinematic device hai. jo spinning hai wo itna excitement create karti ki ab next kya hoga. kya hoga agar sab bigad gaya? bohot hi zyada thrill.,32,32,,
"even if i was right, i don't think i could conspire  against the us government","jabki me sahi tha, mujhe nahi lagta mai conspire karunga us government ke khilaf.",15,14,,
yeah i never really trust ratings. we all have different tastes. it's all subjective,haan yar mein kabhi bhi ratings par trust nahi karta. sabhi ko different taste hoga. sab subjective hein,14,18,,
mr dawson gets acknowledgement for having saved so many men,mr dawson ko acknowledgement mila itne logo ko save karne ke liye.,10,12,,
"i think that possibility is much greater than a setback.  i took it to mean that all the extractors as well as the subject would be trapped forever.  in that way it seems much too risky.  the aim is to plant an idea in someones mind without their realizing it, almost like mind control.  i think it would me much easier, and less risky, to sit and negotiate with someone.  although, that's not at all subversive.  ",muje lagtha hein ki is setback thoda jyada hein. muje lagtha hein ki sabhi extractors ko is subject ko trapped kiye gaye hein. is tarah mein toh yeh jyada risky nazar aa raha hein. uska aim ka plant toh koi dusri ka idea hoga jo koi mind control kiya hein. mein soch raha hun ki voh jyada easier ho tha aur risky bhi kam hota aur negotiate bhi kar sakthe. magar sab koi subversive nahi hote,76,76,,
oh that is not bad at all. i think i will look forward to seeing this movie with my kids. should keep their attention for awhile. lol,oh ye buri nahi hai. mujhe lagta hai main apne kids ke saath ye movie dekhna chahunga. unka attention thode while ke liye bana rahega. lol,27,26,,
"it is incredible. something that is totally lacking in most of the world, to be honest","haan, incredible hai.  sach kahoon to yeh baat duniya bhar mein totally lacking hai.",16,14,,
yes. i especially agree with the review that la la land is successful at showing the hardships that are involved with chasing a dream,han. main sabse jyada iss review ke saath agree krta huin ki la la land successful rahi hai sapnon ko pura krne ke liye kiye gye hardships ko dikhane mein.,24,30,,
so what will happen in climax?,tho climax kya huva,6,4,,
its probably lindsey lohans best movie,shayad lindsey loans best movie he,6,6,,
wow. does the joker play an important role in it?,wow. yeh tho joker play ka important role kiya hein na?,10,11,,
it was better than i was expecting. looks like alot of people liked it. rotten tomatoes gives it a 92% score,baki sabse accha that.lagta hai bahut logon ko pasand aya.rotten tomatoes ne 92% score diya hai,21,16,,
well then...after rewatching his first batman move i felt that he took inspirations for the first batman animation series cause the way the night life were. it was almsot always dark and yellow,"well , uski first batman movie rewatch karne k baad mujhe laga usne first batman animation series se kaafi inspirations liye hai night life ke liye. wo hamesha dark aur yellow rahta tha",33,33,,good quality
i have seen the first one but i have not seen the second one.,mene first one dekhi but mene second one nahi dekhi.,14,10,,
"justin timberlake plays him so well too. i never knew about it either, but keep in mind it's based off the book. who knows how much he actually was involved.","justin timberlake ne use bahut acha play kiya hai. mujhe bhi is baare me kuch nahi pata tha, lekin ye dhyan me rakho k ye book pe based hai. kise pata wo actually kitna involved tha.",30,36,,
a retired hit man,ek retired hit man,4,4,,
do you feel like this movie was a breakout movie for jim carrey?,kya tumhe lagta hai ki yeh movie jim carrey ke liye breakout tha?,13,13,,
i have not!,nahi,3,1,1,semantic meaning lost
"it's about a superhero called iron man, in real non-superhero life he's a genius inventor.","ye ek superhero iron man ke baare mein hai, real non-superhero life mein wo ek genius inventor hai",15,18,,
this movie was really good i think it should have earned leonardo dicaprio the oscar that he will deserves. this movie is definitely well watching it has tom hanks and leonardo dicaprio and it is very suspense field and will keep you on the edge of your seat the whole,"is movie tho vakahi mein ache hein,, leonardo dicario tho oscar ke liye deserve hein.. is movies  ko definitely watch karunga...",50,21,,
we messed up we only get 3 replies each page.... i think it was an epic movie! lol kevin is my fav character and i think its not fair to call it adult bashing that sounds like a response from a parent whos kid beats their ass lol at the bottom click tasks thats where i found that,"mein tho messed up kiya ab mere paas 3 replies yek page mein hein.. mein soch raha tha ki yeh epic movie hei! lol kevin tho mera fac character hein , mein soch raha tha ki usse aduld kehela itna basing sound nahi kartha kyon ki jab koi apne parent apne kid ko maartha tho dusron ko kaise lagthe vaise hi muje bhi laga",58,64,,
"i was too, that broke my heart. i cried when that happened!","mai bhi tha, usne mera dil tod diya. mai roya jab wo hua!",12,13,,
t hat gave me the feeling of the real bummer.,haan voh tho muje real bummer feel huva,10,8,,
"the write up says now working as a small-time promoter, charlie pieces together scrap metal into low-end fighters, barely earning enough to make it from one underground venue to the next. ","write up bol raha he ki aap ek small time promoter ki tara he,charlie pieces scrap metal into low end fighters, barely utna kama raha heki wo usme sebek underground venue to the next",31,34,,
it says in the 3rd part that at supermans funeral that bruce way e apol9gizes to lois lane saying that he failed superman,aisa bolte hai ke 3rd part me superman ke funeral k dauran bruce lois lane se maafi mangta hai ye bolte hue k he failed superman,23,26,,
it is mostly in a kids bedroom.,yeh mostly bacho ke bedroom mein hoti hai.,7,8,,
ah i see! thor's brother. have you seen the first two films?,oh maine thor ka bhai dekha kya tumne pehli do film delhi hai?,12,13,,
i definitely would check this movie out. i think i recalled that i liked the book- but wow that was like 20 years ago lol,main definitely ye movie check karunga. mujhe yaad hai ki maine ye book like ki - but wow ye 20 saal pehle tha lol,25,24,,
"when it all comes down to it, this is one of my favorite movies.  i'm not a big movie fan but this is one i can rewatch many times.","sabki baat karun to, ye one of my favorite movies hai. main kafi bada movie fan nahi hun par ye wo movie hai jo maine many times rwatch ki.",29,29,,
how can one person stop a war,kaise ek admi war rok skta hai,7,7,,
i like comedies. is jim carrey pretty good in it?,mujhe comedies pasand hai. kya jim carrey achcha hai is mein?,10,11,,
"what he did - brake the enigma code - in this movie it said only him did it by creating this deciphering machine - where in fact, he used algorithms of polish mathematicians  - google it.  ","unhonne kya kiya - enagama kod ko brek karen - is philm mein yah kaha ki keval unhonne is dikreephaayaring masheen ko banaakar kiya - jahaan vaastav mein, unhonne polish ganitagyon ke elgoridam ka upayog kiya -yah google kar lijiye",36,40,,
it is an animation/fantasty movie that came out in 2010.,wo animation/fantasty movie he jo do hajar dus me aayi thi,10,11,,
i'm going to push finish conversation now.  have a good afternoon.,"mai ab is conversation ko finish karna chahta hu,aapki afternoon badhiya ho",11,12,,
"yes, it is a musical romatic comedy! it has the best off all the things that make you feel good! romance,and comedy.","haan, wo musical romatic comedy hai. isme wo sub kuch hai jo aap ko acha mehsoos karayega, romance aur comedy.",22,20,,
i did not know that rapunzel appeared in frozen.,mujhe nahi pata tha ki frozen mein rapunzel aati hai.,9,10,,
"from what i understand she dies of natural causes and leaves him a puppy so he has a reason to go on, but then some people break into his home and kill the dog","me samajhta hu ki vok natural causes ke marta hea aur uske liye ek puppy cchod deta he ki uske live zindagi me age badne ka koi reason ho, but kuch log uske home me ghus kar uske dog ko mar dete he",34,43,,
you seen to well know much about the whole production kind,lagta hai tumhe pura pata hai production tak,11,8,,
"he is also murdered too, so at least he gets what he deserves.","isne bhi khun kiya hai, so jo woh deserve karta hai usko mil gaya.",13,14,1,murdered vs murdered
it would be funny if it was still called f acemash,bahut funny hota agar ise abhi bhi facemash kaha jaata.,11,10,,
"i would rate frozen as an 80%, or 8 out of 10. ","main frozain0%, ya ratai mein se ratai ke roop mein phrojan ret karoonga.",12,13,1,"translation is meaningless, "
the other person back out i am still here wasting my time so i hope that whoever checks this over is willing to pay me for holding up my end of the bargin.  aborting conversation in a min if yall don't send me someone new to chat with.,"dursa banda to chala gaya, mai abhi bhi hu, hope mujhe mera payment mile ga after bargain. mai 1 minute baad chat se nikal jayunga agar koi naya nahi aaya to.",48,31,,
